Name,Aaliyah,Abbie,Abby,Abigail,Ada,Agnes,Aimee,Aisha,Alexandra,Alice,Alicia,Alisha,Alison,Alma,Amanda,Amber,Amelia,Amelie,Amy,Andrea,Angela,Anita,Ann,Anna,Annabelle,Anne,Annette,Annie,Arabella,Aria,Ashleigh,Audrey,Aurora,Ava,Barbara,Beatrice,Bella,Bertha,Beryl,Bessie,Beth,Bethan,Bethany,Betty,Beverley,Blanche,Bonnie,Brenda,Bridget,Brooke,Caitlin,Carla,Carly,Carol,Carole,Caroline,Carolyn,Catherine,Cerys,Chantelle,Charlene,Charlie,Charlotte,Chelsea,Cheryl,Chloe,Christina,Christine,Clair,Claire,Clara,Clare,Constance,Courtney,Cynthia,Daisy,Danielle,Daphne,Darcey,Darcie,Darcy,Dawn,Debbie,Deborah,Debra,Demi,Denise,Diana,Diane,Donna,Dora,Doreen,Doris,Dorothy,Edith,Edna,Eileen,Elaine,Eleanor,Elise,Eliza,Elizabeth,Ella,Elle,Ellen,Ellie,Eloise,Elsie,Emilia,Emily,Emma,Enid,Erin,Esme,Esther,Ethel,Eva,Eve,Evelyn,Evie,Faith,Fanny,Felicity,Fiona,Florence,Frances,Francesca,Freda,Freya,Gabrielle,Gail,Gemma,Georgia,Georgina,Geraldine,Gertrude,Gillian,Gladys,Glenys,Gloria,Glynis,Grace,Gracie,Gwendoline,Hallie,Hannah,Harper,Harriet,Hayley,Hazel,Heather,Heidi,Helen,Hilary,Hilda,Hollie,Holly,Ida,Imogen,Irene,Iris,Isabel,Isabella,Isabelle,Isla,Isobel,Ivy,Jacqueline,Jade,Jane,Janet,Janice,Jasmine,Jayne,Jean,Jeanette,Jemma,Jenna,Jennifer,Jenny,Jessica,Jessie,Jill,Joan,Joanna,Joanne,Jodie,Jordan,Josephine,Joy,Joyce,Judith,Julia,Julie,June,Karen,Kate,Katherine,Kathleen,Kathryn,Katie,Katy,Kay,Kayla,Kayleigh,Keira,Kelly,Kelsey,Kerry,Kiera,Kim,Kimberley,Kirsty,Lacey,Laila,Lara,Laura,Lauren,Layla,Leah,Leanne,Lesley,Lexi,Lexie,Libby,Lilian,Lillian,Lilly,Lily,Linda,Lindsay,Lindsey,Lisa,Lola,Lorraine,Lottie,Louisa,Louise,Lucy,Luna,Lydia,Lyla,Lynda,Lyndsey,Lynn,Lynne,Lynsey,Mabel,Maddison,Madeleine,Madison,Maisie,Maisy,Mandy,Margaret,Margery,Maria,Marian,Marie,Marilyn,Marina,Marion,Marjorie,Marlene,Martha,Mary,Maryam,Matilda,Maud,Maureen,Mavis,Maxine,May,Maya,Megan,Melanie,Melissa,Mia,Michele,Michelle,Mila,Mildred,Millicent,Millie,Minnie,Miriam,Mollie,Molly,Monica,Morgan,Muriel,Mya,Nancy,Naomi,Natalie,Natasha,Nellie,Niamh,Nichola,Nicola,Nicole,Nora,Norah,Norma,Olive,Olivia,Orla,Paige,Pamela,Patricia,Paula,Pauline,Peggy,Penelope,Phoebe,Phyllis,Poppy,Rachael,Rachel,Rebecca,Rebekah,Rhiannon,Rita,Robyn,Rose,Rosemary,Rosie,Rosina,Ruby,Ruth,Sally,Samantha,Sandra,Sara,Sarah,Scarlett,Shannon,Sharon,Sheila,Shirley,Sian,Sienna,Skye,Sofia,Sonia,Sophia,Sophie,Stacey,Stella,Stephanie,Summer,Susan,Suzanne,Sybil,Sylvia,Tanya,Tara,Tegan,Teresa,Thea,Thelma,Theresa,Tia,Tilly,Tina,Toni,Tracey,Tracy,Valerie,Vanessa,Vera,Veronica,Victoria,Violet,Vivienne,Wendy,Willow,Winifred,Yasmin,Yvonne,Zara,Zoe
1996,0,45,0,21,0,0,70,0,38,25,98,0,0,0,0,40,63,0,9,0,0,0,0,47,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,83,72,13,0,0,0,0,0,0,0,66,0,0,0,0,0,0,68,0,89,0,0,7,34,0,2,0,0,0,90,0,0,0,52,0,71,20,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,26,56,0,63,30,0,0,0,4,14,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,99,0,50,16,39,0,0,0,0,0,0,0,41,0,0,0,6,0,60,57,0,78,0,0,0,0,67,23,0,91,0,0,0,0,0,0,94,0,0,19,0,0,0,55,0,0,0,0,0,54,0,3,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,59,48,0,86,12,0,0,0,51,0,74,0,0,0,0,73,53,0,0,0,17,5,0,35,88,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,44,15,0,61,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,46,0,0,0,0,0,0,0,0,0,81,29,0,0,0,0,0,75,42,33,0,0,0,87,36,0,0,0,0,24,0,28,0,0,0,0,0,0,65,0,92,77,27,8,0,84,0,80,0,0,69,0,0,0,0,32,0,0,18,0,11,0,0,0,76,0,0,0,0,95,1,97,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,82,0,0,31
1997,0,55,0,24,0,0,61,0,43,26,84,71,0,0,0,40,48,0,11,0,0,0,0,41,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,96,73,14,0,0,0,0,0,0,0,46,0,0,0,0,0,0,74,0,92,0,0,7,35,0,1,0,0,0,0,0,0,0,18,0,69,29,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,30,44,0,66,27,0,0,0,2,13,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,98,0,57,10,33,0,0,0,0,0,0,0,42,0,0,0,6,0,59,65,0,78,0,0,0,0,67,23,0,94,0,0,0,0,100,0,77,0,0,25,0,0,0,48,0,0,0,0,0,62,0,4,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,63,53,0,83,15,0,0,0,50,0,82,0,0,0,0,93,63,0,0,0,17,8,0,36,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,45,12,0,56,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,47,89,0,0,0,0,0,88,0,0,76,21,0,0,0,0,0,85,51,39,0,86,0,0,37,0,0,0,0,19,0,32,0,0,0,0,0,0,54,0,0,79,28,9,0,87,0,90,0,0,70,0,0,0,0,38,0,0,22,0,16,0,0,0,72,0,0,0,0,91,3,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,81,0,0,31
1998,0,52,0,22,0,0,68,0,46,26,82,74,0,0,0,31,48,0,11,0,0,0,0,42,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,80,14,0,0,0,0,0,0,0,28,0,0,0,0,0,0,85,0,100,0,0,6,39,0,1,0,0,0,0,0,0,0,17,0,65,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,30,38,0,78,21,0,0,0,2,15,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,93,0,0,59,12,33,0,0,0,0,0,0,0,35,0,0,0,7,0,56,0,0,0,0,0,0,0,70,23,0,57,0,0,96,90,87,0,76,0,0,20,0,0,0,47,0,0,0,0,0,62,0,4,0,0,0,0,0,58,72,0,0,0,0,0,0,0,0,63,55,0,0,13,0,0,0,60,0,0,88,0,0,0,0,69,0,0,0,25,8,0,40,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,48,10,0,50,0,0,0,0,0,0,0,0,86,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,54,75,0,0,0,0,0,67,0,0,73,24,0,94,0,0,0,91,51,37,0,66,0,0,36,0,0,0,0,16,0,32,0,0,0,0,0,0,43,0,98,99,29,9,0,83,0,95,0,0,71,0,0,0,0,44,0,0,27,0,18,0,0,0,81,0,0,0,0,89,5,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,92,0,0,45
1999,0,52,0,20,0,0,70,0,48,26,83,72,0,0,0,34,37,0,14,0,0,0,0,39,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,84,11,0,0,0,0,0,0,0,25,0,0,0,0,0,0,85,97,0,0,88,6,43,0,1,0,0,0,0,0,0,0,18,0,68,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,33,27,0,78,16,0,0,0,2,17,0,69,0,0,0,0,86,0,0,0,0,0,0,0,0,56,0,92,0,0,73,12,44,0,0,0,0,0,0,0,28,0,0,0,10,0,59,0,0,0,0,0,0,0,80,23,0,46,0,0,77,57,89,0,55,0,0,24,0,0,0,35,0,0,0,0,0,76,0,8,0,0,0,0,0,74,79,0,0,0,0,0,0,0,0,71,60,0,0,15,0,0,0,67,0,0,0,0,0,0,0,94,0,0,0,29,7,0,32,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,65,13,0,50,0,0,0,0,0,0,0,0,82,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,58,54,0,0,0,0,0,61,0,0,81,22,0,63,0,0,0,96,66,36,0,47,0,0,42,0,0,0,0,4,0,41,0,0,0,0,0,0,38,0,100,0,30,9,0,91,0,0,0,0,63,0,93,0,0,51,0,0,31,0,21,0,0,0,99,0,0,0,0,98,5,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,90,0,0,48
2000,0,46,0,19,0,0,72,0,48,29,90,84,0,0,0,37,35,0,14,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,13,0,0,0,0,0,0,0,24,0,0,0,0,0,0,96,91,0,0,92,5,51,0,1,0,0,0,0,0,0,0,22,0,48,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,33,27,0,87,15,93,0,0,2,17,0,52,0,0,0,0,78,0,0,0,0,0,0,0,0,67,0,75,0,0,80,11,53,0,0,0,0,0,0,0,21,0,0,0,9,0,62,0,0,0,0,0,0,0,73,18,0,47,0,0,69,63,65,0,56,0,0,26,0,0,0,32,0,0,0,0,0,83,0,4,0,0,0,0,0,61,85,0,0,0,0,0,0,0,0,74,71,0,0,16,0,0,0,70,0,0,0,0,0,0,0,98,0,0,0,30,6,0,28,0,0,0,0,99,0,0,0,45,0,0,0,0,0,0,0,0,81,10,0,57,0,0,0,0,0,0,0,0,76,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,68,43,0,0,0,0,0,50,0,0,82,20,0,59,0,0,0,100,94,39,0,40,0,0,44,0,0,0,0,8,0,42,0,0,0,0,0,0,38,0,86,0,36,12,0,97,0,0,0,0,66,0,79,0,0,58,0,0,34,0,23,0,0,0,0,0,0,0,0,89,7,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,95,0,0,41
2001,0,44,0,22,0,0,72,0,51,28,82,75,0,0,0,36,32,0,12,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,94,21,0,0,0,0,0,0,98,99,0,0,91,6,66,0,1,0,0,0,0,0,0,0,29,0,47,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,100,0,33,19,0,85,11,0,0,0,2,20,0,42,0,0,0,0,50,0,92,0,0,0,0,0,0,76,0,52,0,0,93,14,58,0,0,0,0,0,0,0,23,0,0,0,8,0,70,0,0,0,0,0,0,0,69,18,0,56,0,0,68,54,57,0,55,0,0,24,0,0,0,30,0,0,0,0,0,81,0,4,0,0,0,0,0,62,95,0,0,0,0,0,0,0,0,83,78,0,0,13,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,37,7,0,31,0,0,0,0,80,0,0,0,35,0,0,0,0,0,0,0,0,79,9,0,59,0,0,0,0,0,0,0,0,89,90,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,74,25,0,0,0,0,0,41,0,0,65,15,0,60,0,0,0,96,97,48,0,48,0,0,45,0,0,0,0,10,0,46,0,0,0,0,0,0,40,0,84,0,39,16,0,0,0,0,0,0,61,0,67,0,0,71,0,0,38,0,26,0,0,0,0,0,0,0,0,88,5,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,86,0,0,43
2002,92,42,100,22,0,0,65,0,56,33,62,63,0,0,0,36,25,0,14,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,91,7,78,0,1,0,0,0,0,0,0,0,32,0,40,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,96,0,30,16,93,98,4,95,0,0,2,27,0,38,0,0,0,0,57,0,81,0,0,0,0,0,0,88,0,48,89,0,0,21,75,0,0,0,0,0,0,0,19,0,0,0,8,0,73,0,0,0,0,0,0,0,61,12,0,60,0,0,59,50,47,0,53,0,0,35,0,0,0,29,0,0,0,0,0,74,0,3,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,82,85,0,0,13,0,0,0,84,0,0,0,0,0,0,0,0,0,0,97,48,11,0,24,0,0,0,0,71,0,0,0,28,0,0,0,0,0,0,0,0,58,10,0,76,0,0,0,0,0,0,0,0,72,80,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,87,20,0,0,0,0,0,34,0,0,70,15,0,67,0,0,0,0,99,52,0,54,0,0,46,0,0,0,0,9,0,51,0,0,0,0,0,0,41,0,63,0,44,18,0,0,0,0,0,0,55,0,66,0,0,79,0,0,39,0,31,0,0,0,0,0,0,0,0,86,5,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,90,0,0,43
2003,96,38,100,20,0,0,51,0,67,33,63,66,0,0,0,40,21,0,16,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,93,22,0,0,0,0,0,0,0,95,0,0,88,9,75,0,3,0,0,0,0,0,0,0,34,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,32,12,0,0,2,82,0,0,1,19,0,36,0,0,0,0,65,0,60,98,0,0,0,0,0,80,0,42,0,0,0,26,76,0,0,0,0,0,0,0,14,0,0,0,10,0,79,0,0,0,0,0,0,0,63,13,0,61,0,0,46,37,41,0,50,0,0,77,0,0,0,30,0,0,0,0,0,81,0,4,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,73,89,0,0,11,0,0,0,83,0,0,0,0,0,0,0,0,0,0,91,68,17,0,27,0,0,0,0,57,0,0,0,23,0,0,0,0,0,0,0,0,70,7,0,69,0,0,0,0,0,0,0,0,71,72,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,84,15,0,0,0,0,0,28,0,0,85,18,0,62,0,0,0,94,0,58,0,56,0,0,59,0,0,0,0,8,0,45,0,0,0,0,0,0,44,0,43,0,48,25,0,0,0,0,0,0,52,0,47,0,0,90,0,0,48,0,35,0,0,0,0,0,0,0,0,74,5,0,0,0,86,0,0,0,0,0,0,97,0,0,0,0,54,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,92,0,99,53
2004,0,44,0,19,0,0,47,0,72,39,60,62,0,0,0,42,18,0,13,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,74,25,0,0,0,0,0,0,0,95,0,0,93,8,86,0,5,0,0,0,0,0,0,0,46,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,97,0,35,14,0,0,2,83,0,0,1,20,0,36,0,0,0,0,61,0,38,82,0,0,0,0,0,79,0,33,0,0,0,27,94,0,0,0,0,0,0,0,11,0,0,0,12,0,77,0,0,0,0,0,0,0,71,17,0,67,0,0,49,34,30,0,53,0,0,90,0,0,0,37,0,0,0,0,0,87,0,3,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,92,0,0,0,9,0,0,0,88,51,0,0,0,91,0,0,0,0,0,98,81,23,0,24,0,0,0,0,52,0,0,100,16,0,0,0,0,0,0,0,0,78,7,0,70,0,0,0,0,0,0,0,76,69,41,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,10,0,84,15,0,0,0,0,0,22,0,0,80,21,0,75,0,0,0,99,0,66,0,48,0,0,64,0,0,0,0,6,0,40,0,0,0,0,0,0,43,0,45,0,65,26,0,0,0,0,0,0,57,0,31,0,0,0,0,0,56,68,54,0,0,0,0,0,0,0,0,63,4,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,58
2005,0,53,0,20,0,0,48,0,87,44,72,57,0,0,0,38,15,83,17,0,0,0,0,52,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,71,26,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,0,0,0,0,0,58,0,28,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,42,10,0,0,5,93,0,0,2,23,0,32,0,0,0,76,55,0,29,69,0,0,0,0,0,75,0,31,0,0,0,34,0,0,0,0,0,0,0,0,7,86,0,0,14,0,73,0,0,0,0,0,0,0,77,19,0,65,0,0,47,24,30,0,51,0,0,0,0,0,0,41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,99,37,0,0,0,92,0,0,0,0,0,0,94,27,97,25,0,0,0,0,48,0,0,74,16,0,0,0,0,90,0,0,0,0,8,0,84,0,0,0,0,0,0,0,63,63,39,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,98,13,0,0,18,0,0,0,0,0,21,0,0,81,22,0,91,0,0,0,100,0,80,0,50,0,0,68,0,0,0,0,4,0,45,0,0,0,0,0,0,36,0,35,0,79,33,0,0,0,0,0,0,61,0,12,0,0,0,0,0,56,46,62,0,0,0,0,70,88,96,0,60,3,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,54,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,67
2006,0,80,0,23,0,0,65,0,89,47,87,57,0,0,0,39,16,78,19,0,0,0,0,50,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,55,35,0,0,0,0,0,0,0,0,0,0,0,12,0,0,7,0,0,0,0,0,0,0,66,0,26,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,41,11,0,0,10,100,0,0,5,27,0,28,0,0,0,75,63,0,21,61,0,0,0,0,0,85,0,24,0,0,0,37,0,0,0,0,0,0,0,0,1,59,0,0,15,0,82,0,0,0,0,0,0,0,83,18,0,48,0,0,45,20,29,93,54,0,0,0,0,0,0,31,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,33,0,0,0,0,0,0,0,0,0,98,0,38,90,34,0,0,0,0,52,0,0,71,9,0,0,0,0,51,0,0,0,0,8,0,86,0,0,0,0,0,0,0,67,72,40,53,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,70,0,0,0,0,0,79,17,0,0,14,0,0,0,0,0,22,0,0,92,25,0,94,0,0,0,0,0,91,0,63,0,0,77,0,0,0,0,2,0,46,0,0,0,0,0,0,32,0,30,0,84,36,0,0,0,0,0,0,68,0,4,0,0,0,0,0,58,44,73,0,0,0,0,69,76,88,0,48,6,0,0,0,62,0,0,0,0,0,0,99,0,0,0,0,56,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,74
2007,0,88,0,24,0,0,76,0,94,43,96,72,0,0,0,48,10,59,23,0,0,0,0,58,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,53,34,0,0,0,0,0,0,0,0,0,0,0,12,0,0,7,0,0,0,0,0,0,0,79,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,36,9,0,0,14,0,0,0,4,29,0,27,0,0,0,52,75,100,15,73,0,0,0,0,0,89,0,26,0,0,0,42,0,0,0,0,0,0,0,0,2,68,0,0,16,0,74,0,0,0,0,0,0,0,83,20,0,33,0,0,45,19,21,65,57,0,0,0,0,0,0,32,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,18,0,0,0,0,41,0,0,0,0,0,0,0,77,0,0,0,51,82,39,0,0,0,90,56,0,0,54,8,0,0,0,0,46,0,0,0,0,11,0,86,0,0,0,0,0,0,0,63,84,35,60,0,0,0,0,93,0,0,0,0,0,0,0,87,0,0,62,0,0,0,0,0,78,17,0,0,13,0,0,0,0,0,22,0,0,0,30,0,0,0,0,0,0,0,0,0,69,0,0,85,0,0,0,0,3,0,55,0,0,0,0,0,0,31,0,28,0,98,47,0,0,0,0,95,0,61,0,1,0,0,0,0,0,70,40,91,0,0,0,0,63,67,81,0,37,6,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,66,97,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,71,80
2008,0,96,0,29,0,0,86,0,90,46,95,75,0,0,0,48,9,57,34,0,0,0,0,63,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,42,44,0,0,0,0,0,0,0,0,0,0,0,13,0,0,6,0,0,0,0,0,0,0,98,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,40,12,0,0,16,0,0,97,3,31,0,30,100,0,0,41,84,89,10,80,0,0,0,94,0,92,0,27,0,0,0,53,0,0,0,0,0,0,0,0,4,52,0,0,19,0,82,0,0,0,0,0,0,0,87,22,0,33,0,0,50,18,17,36,59,0,0,0,0,0,0,35,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,20,0,0,0,0,45,0,0,0,0,0,0,0,58,0,0,0,51,68,38,0,0,73,79,62,0,0,48,8,0,0,0,0,47,0,0,0,0,14,0,88,0,0,0,0,0,0,0,74,0,56,63,0,0,0,0,91,0,0,0,0,0,0,0,81,0,99,43,0,0,0,0,0,69,15,0,0,11,0,0,0,0,0,24,0,0,0,32,0,0,0,0,0,0,0,0,0,70,0,0,78,0,0,0,0,1,0,60,0,0,0,0,0,0,26,0,28,0,0,66,0,0,0,0,0,0,65,0,2,0,0,0,0,0,72,37,0,0,0,0,0,61,76,77,0,39,7,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,67,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,83
2009,0,0,0,36,0,0,70,0,87,50,0,96,0,0,0,52,9,57,28,0,0,0,0,63,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,39,58,0,0,0,0,0,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,43,13,0,0,27,0,0,90,4,41,0,33,95,0,0,38,92,85,10,73,0,0,0,80,0,98,0,21,0,0,0,55,0,0,0,0,0,0,0,0,7,54,0,0,29,0,89,0,0,0,97,0,0,0,82,19,0,32,0,0,51,15,17,30,60,0,0,0,0,0,0,37,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,31,0,0,0,0,63,0,0,0,0,0,0,0,67,0,0,0,61,48,44,0,0,47,69,78,0,0,45,8,0,0,0,0,42,0,0,0,0,16,0,91,0,0,0,0,0,0,0,68,0,59,34,0,0,0,0,93,0,0,0,0,0,0,0,81,0,0,46,0,0,0,0,0,66,20,0,0,11,0,0,0,0,0,26,0,0,0,40,0,0,0,100,0,0,0,0,0,76,0,0,88,0,0,0,0,1,0,65,0,0,0,0,0,0,23,0,22,0,0,77,0,0,0,0,94,0,62,0,2,0,0,0,0,99,79,25,0,0,0,0,0,48,71,74,0,35,5,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,72,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,83
2010,0,0,0,34,0,0,80,96,97,43,0,0,0,0,0,52,5,55,38,0,0,0,0,63,89,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,45,66,0,0,0,0,0,0,0,0,0,0,0,20,0,0,8,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,93,48,18,0,0,29,0,0,71,3,48,0,35,74,0,0,37,0,87,10,65,0,0,0,54,0,0,0,19,0,0,0,56,0,0,0,0,0,0,0,0,9,51,0,0,31,0,86,0,0,0,94,0,0,0,69,25,0,26,0,0,58,12,17,22,75,0,0,0,0,0,0,41,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,40,0,0,0,0,72,0,0,0,0,0,0,0,36,95,0,0,70,44,50,0,0,46,68,98,0,0,39,4,0,0,0,0,33,0,0,0,0,21,0,0,0,0,0,0,0,0,0,81,0,67,14,100,0,0,0,91,0,0,0,0,0,0,0,85,0,99,53,0,0,0,0,0,57,23,0,0,13,0,0,0,0,0,32,0,0,0,42,0,0,0,0,0,0,0,0,0,78,0,0,92,0,0,0,0,1,0,63,0,0,0,0,0,0,28,0,16,0,0,82,0,0,0,0,90,0,60,0,7,0,0,0,0,0,83,24,0,0,0,0,0,47,73,62,0,27,2,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,79,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,84
